"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"110","156.22317281615213","253.74496509055277","4.830168031930838","-0.3090472310608016","0.012900000000000023","0.014800000000000035","0.011","1300","0.00040682722018220847","0","0.00040682722018220847","0.00040682722018220847","110_118:0.008112554927946991","110_118:660","true"
"111","243.56691607640394","4.51426946726991","4.853171478849851","-0.30961255187582126","0.016599999999999948","0.0262","0.007","1300","0.0007565257406953964","0","0.0007565257406953964","0.0007565257406953964","111_104:0.010863673747664837","111_104:660","true"
"112","186.94892358376737","38.449550702253816","5.002444176264101","-0.3061965297474003","0.008099999999999996","0.009199999999999986","0.007","1300","0.0002398732449444832","0","0.0002398732449444832","0.0002398732449444832","112_126:0.005735021276996988","112_126:660","true"
"113","205.91723678837286","232.2392367094699","5.031999310090885","-0.30676917589658537","0.009800000000000031","0.009199999999999986","0.0104","1300","0.00028551834891115546","0","0.00028551834891115546","0.00028551834891115546","113_114:0.01007847023774916","113_114:660","true"
"114","314.2807016788862","46.26344061244608","4.822460552153238","-0.30937991952553456","0.1473","0.148","0.14659999999999995","1300","0.00021413258637211657","0","0.00021413258637211657","0.00021413258637211657","114_115:0.0065338497446251476;114_109:0.010859466569579146","114_115:660;114_109:660","true"
"115","178.71047366454258","133.30083697499575","5.028019381071516","-0.3068193442669031","0.009300000000000086","0.009800000000000031","0.0088","1300","0.00019612560796101956","0","0.00019612560796101956","0.00019612560796101956","","","true"
"116","242.37771957382978","12.373706661961274","4.91273992483288","-0.3082983947671616","0.020199999999999996","0.017800000000000038","0.0226","1300","0.0008055392993096106","0","0.0008055392993096106","0.0008055392993096106","116_117:0.011871245662362695;116_115:0.008759093752580854","116_117:660;116_115:660","true"
"117","250.47587611602987","230.45187693005653","4.8331067331535325","-0.3092141826105853","0.017800000000000038","0.016000000000000014","0.0196","1300","0.0002502175670282473","0","0.0002502175670282473","0.0002502175670282473","117_118:0.005657396864689662","117_118:660","true"
"118","216.12850407174082","181.9084939178495","4.732976783789233","-0.3103162291505652","0.0052000000000000934","0.005800000000000027","0.0046","1300","0.00017257537016030855","0","0.00017257537016030855","0.00017257537016030855","118_119:0.007626321451561169","118_119:660","true"
"119","119.27725930386607","112.21649333980238","4.802679744986229","-0.28980565670333075","0.02290000000000003","0.0258","0.020000000000000018","1300","0.00036786180094072274","0","0.00036786180094072274","0.00036786180094072274","","","true"
"120","153.1654173697764","132.84432514064972","4.83660916070638","-0.3088294992030973","0.02079999999999993","0.025","0.016599999999999948","1300","0.0006170001573827777","0","0.0006170001573827777","0.0006170001573827777","120_119:0.014890727448933189","120_119:660","true"
"121","202.00077056242029","236.8539262521998","4.967922360459374","-0.30831927501521805","0.01639999999999997","0.0196","0.01319999999999999","1300","0.0003705061907879717","0","0.0003705061907879717","0.0003705061907879717","121_120:0.01165271191338646","121_120:660","true"
"122","249.35806292751732","229.04520522700022","4.93757949289402","-0.307131343243749","0.019100000000000006","0.0188","0.019399999999999973","1300","0.0002997583921608611","0","0.0002997583921608611","0.0002997583921608611","122_111:0.019760634993907095;122_123:0.025343613359590872;122_121:0.01020523712055496","122_111:660;122_123:660;122_121:660","true"
"123","178.99503596535646","145.34317759434913","5.034344478273899","-0.3063945650809262","0.01859999999999995","0.0254","0.011800000000000033","1300","0.0008547657696647242","0","0.0008547657696647242","0.0008547657696647242","","","true"
"124","209.2799855037956","215.1623180621063","4.949173441620629","-0.30728609162938675","0.009199999999999986","0.009399999999999964","0.009","1300","0.00018111017246085677","0","0.00018111017246085677","0.00018111017246085677","124_123:0.023189219038033088","124_123:660","true"
"125","255.5106897074633","191.7235655606915","4.859116288125937","-0.3081939603922578","0.010099999999999998","0.009399999999999964","0.0108","1300","0.00014394224233169953","0","0.00014394224233169953","0.00014394224233169953","125_126:0.005696994768463248;125_124:0.005429945300970379","125_126:660;125_124:660","true"
"126","106.27641637964747","122.71218412188115","4.908243298574482","-0.30857572639301106","0.008199999999999985","0.010800000000000032","0.0056","1300","0.00012524147145107114","0","0.00012524147145107114","0.00012524147145107114","","","true"
